SchemeCode,AMC,SchemeType,CategoryRaw,Category,SubCategory
100033,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
100034,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
100037,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100038,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100041,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100042,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100043,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100044,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100046,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100047,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100048,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100051,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100057,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100058,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100063,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100064,Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100077,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
100078,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
100079,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
100080,DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
100081,DSP Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100082,DSP Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100084,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100085,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100086,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100087,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
100088,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
100089,DSP Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
100119,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Hybrid,Dynamic Asset Allocation or Balanced Advantage
100120,HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Hybrid,Dynamic Asset Allocation or Balanced Advantage
100123,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100124,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100174,quant Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100175,quant Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100176,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
100177,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
100218,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
100219,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
100220,JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100221,JM Financial Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100222,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100223,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100233,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100234,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100244,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100247,JM Financial Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100254,JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Equity,Value Fund
100264,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100265,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100280,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100281,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100286,Kotak Mahindra Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100291,Kotak Mahindra Mutual Fund,120471;INF192K01EA7;-;JM Short Term Fund,Direct,Direct,
100292,Kotak Mahindra Mutual Fund,120471;INF192K01EA7;-;JM Short Term Fund,Direct,Direct,
100299,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100300,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100312,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
100313,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
100314,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100315,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100316,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100317,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100318,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100319,LIC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100321,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100323,LIC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100325,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100332,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
100348,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
100349,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
100351,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100352,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100353,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100354,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100355,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100356,ICICI Prudential Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100357,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100359,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100363,ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100364,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
100365,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
100366,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
100367,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
100368,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100369,ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100370,ICICI Prudential Mutual Fund,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,Direct,Direct,
100371,ICICI Prudential Mutual Fund,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,Direct,Direct,
100372,ICICI Prudential Mutual Fund,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,Direct,Direct,
100375,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
100376,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
100377,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
100378,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
100379,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
100380,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
100383,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100384,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100385,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100386,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100387,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100388,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100414,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100415,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100417,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100418,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100470,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
100471,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
100472,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
100473,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
100474,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100475,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
100476,Taurus Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
100477,Taurus Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
100480,Taurus Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100484,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
100493,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100494,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100496,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Equity,Value Fund
100497,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Equity,Value Fund
100498,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
100499,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
100503,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
100504,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
100519,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
100520,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
100521,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100522,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100524,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100525,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100526,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100527,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100528,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100529,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100530,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100531,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100532,Franklin Templeton Mutual Fund,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,54EB Growth,54EB Growth,
100535,Franklin Templeton Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
100536,Franklin Templeton Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
100537,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100538,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100541,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100546,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100547,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100548,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100549,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100550,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100593,Canara Robeco Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100596,Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100597,Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Debt,Gilt Fund
100600,Canara Robeco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
100601,Canara Robeco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
100602,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
100603,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
100604,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
100608,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
100609,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
100610,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
100614,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Equity,Value Fund
100630,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
100631,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
100638,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100639,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100640,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100641,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
100643,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100644,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100645,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100646,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Hybrid,Dynamic Asset Allocation or Balanced Advantage
100650,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
100651,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
100663,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
100664,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
100668,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
100669,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
100678,UTI Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
100682,UTI Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Solution Oriented,Retirement Fund
100684,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100685,UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
100723,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
100724,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
100725,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Debt,Money Market Fund
100739,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100740,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100741,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100742,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
100780,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
100781,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
100782,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
100783,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
100784,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
100785,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100786,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100787,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100788,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100789,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100793,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Debt,Banking and PSU Fund
100794,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
100795,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
100806,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100807,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
100813,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
100814,UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Debt,Overnight Fund
100820,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100821,UTI Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100822,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
100823,UTI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Other,Index Funds
100833,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100835,Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100837,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100838,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100842,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100843,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100844,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100845,Reliance Mutual Fund,139259;INF192K01LC8;-;JM Liquid Fund Unclaimed Redemption IEF,Direct,Direct,
100848,Reliance Mutual Fund,139259;INF192K01LC8;-;JM Liquid Fund Unclaimed Redemption IEF,Direct,Direct,
100849,Reliance Mutual Fund,139259;INF192K01LC8;-;JM Liquid Fund Unclaimed Redemption IEF,Direct,Direct,
100851,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100852,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100853,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100855,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100856,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100857,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100858,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100859,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100864,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100865,LIC Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,Equity,ELSS
100868,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100872,HDFC Mutual Fund,119416;INF955L01AN6;-;BARODA PIONEER LIQUID FUND - PLAN B,DIRECT,DIRECT,
100874,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100875,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100876,HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Debt,Liquid Fund
100878,HDFC Mutual Fund,119416;INF955L01AN6;-;BARODA PIONEER LIQUID FUND - PLAN B,DIRECT,DIRECT,
100881,HDFC Mutual Fund,119416;INF955L01AN6;-;BARODA PIONEER LIQUID FUND - PLAN B,DIRECT,DIRECT,
100899,HDFC Mutual Fund,119326;INF955L01948;-;BARODA PIONEER HYBRID EQUITY FUND - Plan B,Direct,Direct,
100900,HDFC Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Solution Oriented,Children’s Fund
100915,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Contra Fund,Equity,Contra Fund
